customer,state,customer_lifetime_value,education,gender,income,monthly_premium_auto,number_of_open_complaints,policy_type,total_claim_amount,vehicle_class
QY70905,Arizona,2668,College,M,30718,67,1,Personal Auto,321,Two-Door Car
YL86561,Oregon,5141,High School or Below,M,60277,65,0,Personal Auto,146,Four-Door Car
LK40971,California,7451,Bachelor,M,0,107,0,Personal Auto,770,SUV
UI44314,Arizona,2620,Bachelor,M,31911,68,0,Personal Auto,245,Four-Door Car
NN44612,Nevada,4909,Bachelor,F,61402,62,0,Personal Auto,252,Two-Door Car
MA37431,California,8023,College,F,34335,101,0,Corporate Auto,484,Two-Door Car
DP57381,Nevada,20446,College,M,71467,86,0,Personal Auto,324,Two-Door Car
PX45824,Washington,4966,College,M,0,74,0,Personal Auto,532,Four-Door Car
OG17838,Washington,3549,High School or Below,M,36168,90,0,Personal Auto,432,Four-Door Car
WG37485,Oregon,5350,College,F,58357,137,2,Personal Auto,708,Luxury
RV95842,California,8065,College,M,29692,77,0,Personal Auto,449,Four-Door Car
NG13451,Oregon,7892,High School or Below,M,29215,67,0,Personal Auto,327,Four-Door Car
UQ82778,Oregon,4540,High School or Below,F,0,61,0,Personal Auto,486,Two-Door Car
ZG16710,Washington,2852,High School or Below,M,26841,74,1,Personal Auto,418,Four-Door Car
OT53330,Arizona,10720,Bachelor,F,34837,139,1,Personal Auto,667,SUV
LZ12396,Arizona,4795,Bachelor,F,33068,61,1,Personal Auto,213,Four-Door Car
UU77151,Washington,5182,College,F,44820,133,3,Personal Auto,336,Luxury
CD71877,Nevada,22620,Bachelor,F,49564,193,0,Corporate Auto,286,Luxury
PA95799,Arizona,2320,College,M,19581,61,0,Personal Auto,377,Four-Door Car
FK28721,Oregon,7714,High School or Below,M,0,74,0,Corporate Auto,532,Two-Door Car
CM42637,Oregon,7880,Bachelor,M,23129,70,0,Personal Auto,491,Four-Door Car
CI47242,Washington,9029,Bachelor,M,0,138,0,Personal Auto,1376,SUV
FE46445,Arizona,6965,High School or Below,F,25411,86,0,Personal Auto,242,Four-Door Car
PD32854,Arizona,15114,High School or Below,F,28513,100,1,Personal Auto,480,SUV
GV35061,Oregon,22523,High School or Below,M,69346,63,1,Special Auto,246,Two-Door Car
BG44829,Oregon,10760,High School or Below,F,74835,133,0,Corporate Auto,107,SUV
RH83684,Oregon,5808,Master,F,43282,72,0,Personal Auto,166,Two-Door Car
SB82356,Nevada,30591,Bachelor,F,11276,91,1,Corporate Auto,436,Four-Door Car
TW49116,Nevada,2220,College,M,0,62,2,Personal Auto,311,Four-Door Car
RJ39700,Oregon,4914,Bachelor,M,10037,71,0,Personal Auto,292,Four-Door Car
LO40410,Oregon,2395,Doctor,F,21986,63,0,Personal Auto,333,Two-Door Car
SX85653,Arizona,5522,Doctor,F,85609,136,0,Personal Auto,652,SUV
PH91033,Oregon,15808,College,M,86347,130,0,Personal Auto,593,Luxury
LC69427,Oregon,2827,College,F,20368,72,0,Corporate Auto,345,Four-Door Car
MZ85889,California,5421,Master,F,25778,68,0,Corporate Auto,20,Two-Door Car
GL82358,Nevada,2514,High School or Below,F,43860,65,0,Corporate Auto,156,Four-Door Car
AM94127,Oregon,5157,College,M,93303,65,0,Corporate Auto,40,Four-Door Car
TO19482,Oregon,4874,High School or Below,M,67467,61,0,Personal Auto,365,Two-Door Car
WA68850,Arizona,4198,High School or Below,M,30598,106,0,Personal Auto,508,SUV
ER97256,Arizona,5380,College,F,55350,67,0,Personal Auto,321,Four-Door Car
CK85904,California,13466,High School or Below,F,11432,119,0,Corporate Auto,571,SUV
GH30325,Oregon,2424,College,M,27093,61,0,Personal Auto,292,Four-Door Car
LG98245,Nevada,3823,Bachelor,M,0,108,0,Personal Auto,777,SUV
KW31376,Oregon,13883,High School or Below,F,0,197,0,Corporate Auto,1418,Luxury
XZ45224,Oregon,2438,College,F,38961,62,0,Corporate Auto,297,Two-Door Car
HD56196,Oregon,34090,Doctor,F,51840,94,0,Corporate Auto,33,Two-Door Car
EM39400,Nevada,2840,Bachelor,M,79181,72,0,Personal Auto,241,Four-Door Car
FP39090,Oregon,24127,Bachelor,M,14072,71,0,Special Auto,511,Four-Door Car
CE17166,California,7596,College,M,56225,97,0,Personal Auto,465,Four-Door Car
HF67477,Washington,15096,High School or Below,M,14909,199,0,Personal Auto,1238,Luxury
GJ79432,Nevada,6005,High School or Below,M,26876,76,0,Personal Auto,364,Four-Door Car
ZE17448,Oregon,3455,College,M,68401,88,0,Personal Auto,242,Four-Door Car
SK65854,Nevada,5728,College,F,29730,72,0,Personal Auto,463,Four-Door Car
RT23641,Oregon,5163,High School or Below,F,35577,130,0,Personal Auto,574,SUV
PY79113,California,2602,Master,M,41958,66,1,Corporate Auto,206,Four-Door Car
EP61197,Oregon,32643,Master,F,77915,115,0,Personal Auto,552,Four-Door Car
IL12516,Oregon,2789,Bachelor,F,15514,74,0,Corporate Auto,355,Four-Door Car
BF55854,Nevada,11250,College,F,29505,284,0,Personal Auto,1979,Luxury
GP19791,California,16510,College,F,31356,68,0,Personal Auto,326,Two-Door Car
II16403,California,7607,College,F,31456,199,0,Personal Auto,436,Luxury
SS28002,Arizona,5603,High School or Below,F,95284,69,0,Personal Auto,327,Four-Door Car
VT97066,Nevada,6674,High School or Below,M,0,98,0,Personal Auto,931,Two-Door Car
FH97700,Washington,4049,Bachelor,F,62864,104,0,Personal Auto,171,Two-Door Car
NB96938,Oregon,4958,College,M,22842,65,0,Personal Auto,468,Four-Door Car
HY32811,California,7850,Bachelor,F,67186,66,0,Personal Auto,184,Four-Door Car
MB69465,Arizona,6382,High School or Below,M,0,87,0,Personal Auto,417,Four-Door Car
LE12086,Oregon,5737,College,F,68946,71,0,Personal Auto,309,Four-Door Car
IO89174,Oregon,7688,Bachelor,F,56680,100,2,Personal Auto,480,SUV
DB26077,Arizona,4873,High School or Below,F,18866,126,0,Personal Auto,604,SUV
NB98740,California,2824,High School or Below,F,82875,70,0,Personal Auto,455,Four-Door Car
EL82767,Arizona,3722,College,F,0,109,2,Personal Auto,523,SUV
AK54675,California,5535,Bachelor,F,84863,138,0,Corporate Auto,691,SUV
EW67766,California,4727,College,F,0,127,0,Personal Auto,609,SUV
JS36743,California,2378,Bachelor,M,54753,61,0,Personal Auto,292,Four-Door Car
TV20901,California,9337,College,F,76381,116,0,Special Auto,556,Two-Door Car
LQ20969,California,6189,Bachelor,M,59523,78,1,Personal Auto,343,Four-Door Car
BZ33435,Arizona,5638,Bachelor,F,56017,71,0,Corporate Auto,51,Four-Door Car
OA55110,Arizona,5264,Master,M,14306,74,3,Corporate Auto,355,Four-Door Car
YJ42538,Arizona,4035,Bachelor,F,21359,101,0,Personal Auto,484,Luxury
XB64207,Arizona,4117,Bachelor,F,86101,102,0,Personal Auto,344,SUV
KZ80424,Washington,8382,Bachelor,M,25998,71,0,Personal Auto,791,Four-Door Car
BC34309,California,2435,Master,F,64341,61,0,Personal Auto,79,Four-Door Car
JC34468,California,6599,High School or Below,F,36060,165,0,Special Auto,774,Luxury
ON34922,Oregon,5353,High School or Below,M,61894,67,0,Personal Auto,266,Four-Door Car
MQ93707,Oregon,6747,High School or Below,M,26721,65,3,Personal Auto,312,Four-Door Car
SY28542,Nevada,7412,Bachelor,F,59940,94,0,Personal Auto,303,Four-Door Car
RA29518,Washington,5512,Master,M,45971,138,0,Special Auto,139,SUV
No34698,Oregon,4015,Bachelor,M,80055,100,0,Corporate Auto,121,SUV
VK37392,Arizona,7772,College,M,58345,98,0,Personal Auto,346,Four-Door Car
LJ43082,Oregon,4638,College,F,0,71,3,Personal Auto,143,Two-Door Car
FI90697,Oregon,10507,Bachelor,M,76549,132,0,Personal Auto,616,SUV
DR93103,Arizona,17556,Master,F,36212,73,0,Personal Auto,119,Two-Door Car
XR37151,California,9103,Bachelor,F,0,131,0,Personal Auto,628,Luxury
ZZ43513,California,13110,High School or Below,M,73597,114,5,Personal Auto,485,SUV
QW81912,California,8006,High School or Below,F,63762,99,0,Personal Auto,108,Four-Door Car
AZ50087,California,6807,Bachelor,M,32787,86,0,Personal Auto,568,Two-Door Car
HQ87008,California,2627,Bachelor,F,94962,67,4,Personal Auto,321,Two-Door Car
FM30352,Oregon,9095,High School or Below,F,0,256,0,Personal Auto,1943,Luxury
PD30266,California,5015,College,F,73809,125,0,Special Auto,537,SUV
GA50461,Oregon,4726,Bachelor,F,13037,124,0,Personal Auto,839,SUV
FY84962,California,3059,High School or Below,M,0,88,0,Personal Auto,989,Four-Door Car
GT14584,Oregon,4122,College,F,75272,103,0,Personal Auto,71,SUV
IA87250,Arizona,2620,Master,F,39278,66,0,Personal Auto,65,Four-Door Car
MM67983,Oregon,4938,Bachelor,M,36913,62,0,Personal Auto,90,Four-Door Car
MW40110,California,4691,Bachelor,M,0,74,1,Personal Auto,407,Four-Door Car
SH93005,California,6005,College,M,13528,86,0,Personal Auto,412,Four-Door Car
KD69941,California,4941,Bachelor,M,0,137,0,Personal Auto,986,SUV
JV38934,Washington,2254,Bachelor,F,0,65,1,Personal Auto,768,Four-Door Car
XI16714,Arizona,2554,High School or Below,F,0,72,0,Corporate Auto,405,Four-Door Car
DG68667,Arizona,8123,Doctor,M,12617,108,0,Personal Auto,648,SUV
AR40217,Oregon,19079,High School or Below,F,42754,65,4,Personal Auto,279,Two-Door Car
IM73868,Oregon,10461,College,M,0,155,0,Corporate Auto,1116,Luxury
BR44176,California,4669,High School or Below,F,76157,116,0,Personal Auto,556,Two-Door Car
MY51849,Oregon,4903,Bachelor,F,0,66,0,Personal Auto,469,Four-Door Car
FQ61281,Oregon,83325,High School or Below,M,58958,231,0,Personal Auto,1108,Luxury
NJ72300,Oregon,8009,Bachelor,F,0,107,0,Personal Auto,740,SUV
YO81740,Oregon,23895,Bachelor,F,0,98,0,Personal Auto,705,Four-Door Car
WM25415,Oregon,7732,High School or Below,F,34430,65,0,Personal Auto,184,Two-Door Car
GU41036,Oregon,9416,High School or Below,M,13411,127,0,Personal Auto,609,SUV
NN66592,California,5923,Bachelor,M,73758,74,0,Personal Auto,301,Four-Door Car
TO29918,California,3833,High School or Below,F,0,116,2,Personal Auto,1397,Luxury
PF53601,Oregon,28432,Bachelor,M,17130,198,0,Special Auto,950,Luxury
TF61492,Washington,5553,College,F,0,92,3,Personal Auto,662,Four-Door Car
PD52748,Oregon,10036,High School or Below,F,0,134,1,Personal Auto,1353,SUV
TF68928,Arizona,6575,Bachelor,M,10517,92,0,Personal Auto,441,Four-Door Car
VZ79366,California,4362,College,M,58842,110,0,Personal Auto,528,Four-Door Car
SQ53118,California,7873,College,M,22355,71,3,Personal Auto,340,Four-Door Car
QZ56257,Washington,13021,High School or Below,F,0,223,5,Personal Auto,1605,Luxury
ZI34278,Arizona,4492,Bachelor,F,21137,61,1,Personal Auto,292,Four-Door Car
ZB82406,Oregon,6650,Bachelor,F,0,99,2,Personal Auto,712,Four-Door Car
OP93305,California,11093,High School or Below,M,78255,95,0,Personal Auto,456,Four-Door Car
CK31454,Arizona,5107,Bachelor,F,35625,65,1,Special Auto,288,Four-Door Car
FX81675,California,7334,College,F,87957,61,0,Personal Auto,308,Four-Door Car
BK85520,Oregon,4996,College,F,25915,64,0,Corporate Auto,317,Two-Door Car
KB18303,California,8658,College,M,62464,109,0,Corporate Auto,400,Luxury
GX47381,California,9657,High School or Below,M,0,131,0,Corporate Auto,628,SUV
RX31862,California,6176,High School or Below,M,49529,78,0,Personal Auto,234,Two-Door Car
YQ58965,California,2867,Bachelor,F,23376,78,0,Personal Auto,374,Four-Door Car
HG60406,California,2821,College,M,0,81,0,Personal Auto,583,Four-Door Car
BC52397,Arizona,2843,College,M,67952,71,0,Personal Auto,167,Two-Door Car
AR69517,California,11790,College,M,25251,66,0,Corporate Auto,316,Four-Door Car
JJ23168,Arizona,7785,High School or Below,F,20497,65,0,Personal Auto,425,Four-Door Car
NB39218,California,12315,High School or Below,M,68420,104,1,Personal Auto,499,Four-Door Car
FP95606,Arizona,4810,College,F,24711,122,0,Personal Auto,259,Luxury
YP27180,California,27279,College,F,76530,119,4,Personal Auto,254,SUV
JK74110,California,3980,High School or Below,M,98333,99,1,Personal Auto,459,Four-Door Car
MC85738,California,14635,Bachelor,F,0,139,0,Personal Auto,667,SUV
CE78778,Oregon,3761,College,F,0,106,1,Personal Auto,1116,Four-Door Car
LT72149,Nevada,5619,High School or Below,M,0,153,0,Personal Auto,1027,SUV
ZC89812,Arizona,5304,Bachelor,M,0,74,0,Personal Auto,532,Four-Door Car
GF68713,Oregon,3207,Bachelor,M,24695,82,0,Personal Auto,393,Four-Door Car
HB23001,California,8697,Bachelor,M,26287,111,0,Personal Auto,279,Two-Door Car
DH99299,California,8717,College,M,83846,74,3,Personal Auto,355,Four-Door Car
RA61917,Washington,8029,High School or Below,F,76081,68,0,Personal Auto,384,Four-Door Car
KM65135,Oregon,4763,College,M,14957,66,0,Corporate Auto,316,Four-Door Car
RR37482,Washington,23055,High School or Below,M,41727,117,1,Personal Auto,82,Four-Door Car
WM24870,Nevada,5383,College,F,89092,68,2,Personal Auto,91,Two-Door Car
EC78254,Washington,8409,College,F,53986,70,1,Corporate Auto,127,Four-Door Car
CQ19667,Oregon,4257,Bachelor,F,49853,109,0,Personal Auto,679,Four-Door Car
AY43037,Oregon,14708,High School or Below,M,36670,189,0,Corporate Auto,907,Luxury
GN36177,Nevada,2593,Bachelor,M,43626,67,0,Personal Auto,321,Two-Door Car
VL36269,Washington,2466,High School or Below,F,0,70,0,Special Auto,504,Four-Door Car
UA58104,California,7933,College,F,76505,65,0,Personal Auto,144,Four-Door Car
GR12431,California,36860,College,F,66216,103,0,Personal Auto,96,Luxury
IV37346,Oregon,7412,College,F,52497,63,0,Corporate Auto,302,Two-Door Car
VU99589,Arizona,34611,High School or Below,F,20090,109,0,Personal Auto,523,Luxury
VV61641,Oregon,18726,High School or Below,F,0,185,2,Personal Auto,1543,SUV
ZY26831,California,7249,Bachelor,F,37751,93,0,Corporate Auto,56,Four-Door Car
IP84574,Oregon,8193,College,F,54840,72,3,Corporate Auto,468,Four-Door Car
XF33416,Oregon,8692,College,F,31986,111,0,Personal Auto,532,Four-Door Car
PV62583,Nevada,9799,College,M,22166,126,0,Personal Auto,604,SUV
QK29271,California,14084,Bachelor,M,0,208,0,Corporate Auto,2270,Luxury
ZF58696,California,13104,High School or Below,M,0,130,0,Personal Auto,1430,Luxury
PK37320,Oregon,2628,Master,F,83838,65,0,Personal Auto,281,Two-Door Car
EP35930,Oregon,5245,Master,F,46061,65,0,Personal Auto,21,Two-Door Car
TS34391,Oregon,8092,College,M,50825,102,0,Personal Auto,369,SUV
ST65635,Arizona,2719,College,F,14030,72,0,Corporate Auto,345,Two-Door Car
AQ25590,Washington,5445,High School or Below,F,20282,79,3,Personal Auto,507,Two-Door Car
QK37708,California,4514,Bachelor,M,50146,116,1,Personal Auto,759,SUV
EY83434,Washington,22029,High School or Below,M,0,121,0,Personal Auto,580,SUV
DQ55516,California,5408,Bachelor,F,20472,139,0,Corporate Auto,667,SUV
KS72802,Oregon,3768,Master,F,85751,93,0,Corporate Auto,391,Four-Door Car
PE32165,California,27934,High School or Below,F,76912,116,2,Corporate Auto,169,Luxury
XO78284,Arizona,3887,Master,M,96335,97,0,Personal Auto,161,Four-Door Car
HS39343,Washington,7475,Bachelor,F,29633,196,0,Corporate Auto,534,Luxury
ZF77631,California,22758,Master,M,80540,63,0,Personal Auto,65,Four-Door Car
ZE60021,Nevada,5124,High School or Below,F,14465,135,1,Corporate Auto,944,Luxury
IU15885,Washington,4900,Bachelor,F,0,66,0,Personal Auto,316,Four-Door Car
HI16116,Oregon,5278,Master,F,29899,66,0,Personal Auto,419,Four-Door Car
WH41496,Washington,4821,College,M,0,136,0,Personal Auto,652,SUV
IQ24777,Nevada,8044,Bachelor,M,71391,67,0,Personal Auto,284,Four-Door Car
CA55066,Arizona,12157,High School or Below,M,57449,103,0,Personal Auto,494,Four-Door Car
LG87047,California,18591,High School or Below,M,14209,62,0,Personal Auto,297,Four-Door Car
TK38732,Oregon,4873,High School or Below,M,47824,129,3,Personal Auto,546,SUV
KH94432,Arizona,5338,Doctor,F,48696,66,0,Corporate Auto,48,Four-Door Car
ID21652,Washington,2878,Bachelor,F,79189,71,0,Personal Auto,56,Two-Door Car
RV90030,California,8473,High School or Below,F,0,116,2,Special Auto,1148,Luxury
CK36026,Arizona,3440,Bachelor,F,23870,91,0,Personal Auto,500,Two-Door Car
UR27848,California,17497,College,M,0,73,0,Personal Auto,350,Two-Door Car
KP68957,California,2544,Bachelor,F,41059,64,0,Corporate Auto,151,Four-Door Car
LC86277,Oregon,3336,High School or Below,M,19447,89,0,Corporate Auto,640,Four-Door Car
UW55977,Washington,5206,Bachelor,M,94392,65,1,Personal Auto,156,Four-Door Car
RE46032,Nevada,43290,College,M,23203,132,0,Personal Auto,1158,SUV
CG69038,Washington,4817,College,M,38157,61,0,Personal Auto,81,Two-Door Car
IR73545,Oregon,13727,College,M,0,126,0,Personal Auto,604,SUV
CR85257,Oregon,4996,High School or Below,M,99761,63,0,Corporate Auto,452,Two-Door Car
JX88012,Oregon,7960,College,F,98350,101,3,Corporate Auto,289,SUV
ED44765,Oregon,7367,High School or Below,F,25318,63,2,Personal Auto,302,Four-Door Car
TW81986,Arizona,5632,Bachelor,F,51721,139,0,Personal Auto,625,SUV
HA56889,Nevada,3884,Bachelor,F,0,114,0,Personal Auto,851,Luxury
EB72669,California,4518,Bachelor,M,0,78,3,Personal Auto,374,Four-Door Car
CH95772,California,2565,College,M,68321,66,0,Personal Auto,198,Four-Door Car
OZ62735,Arizona,15487,Bachelor,M,69161,129,0,Personal Auto,441,Luxury
UN50538,Oregon,6395,Bachelor,F,72667,80,0,Personal Auto,383,Four-Door Car
JS76871,Oregon,8639,High School or Below,M,62082,72,0,Corporate Auto,91,Four-Door Car
UG42487,Arizona,9806,High School or Below,F,0,87,0,Personal Auto,626,Four-Door Car
TB56369,California,12472,Bachelor,F,36551,107,0,Personal Auto,53,Four-Door Car
ZN27753,Oregon,5794,Bachelor,M,70524,73,0,Personal Auto,350,Four-Door Car
FH22442,California,2619,High School or Below,F,60477,65,0,Corporate Auto,139,Four-Door Car
LV81383,Washington,3731,High School or Below,F,0,96,0,Personal Auto,460,Four-Door Car
HI34993,Oregon,5421,High School or Below,M,40376,69,0,Personal Auto,427,Four-Door Car
KW59167,Oregon,6521,College,F,72608,82,3,Personal Auto,393,Four-Door Car
BL44722,Nevada,41787,High School or Below,F,46587,119,2,Personal Auto,571,Four-Door Car
QV11152,Arizona,9613,High School or Below,M,34398,61,1,Personal Auto,292,Two-Door Car
SG53084,California,4766,Bachelor,F,70432,61,3,Personal Auto,6,Four-Door Car
EZ30537,Oregon,23984,Doctor,F,79655,296,0,Personal Auto,498,Luxury
AY35050,Arizona,7292,College,F,0,98,0,Personal Auto,470,Two-Door Car
UQ59692,California,21255,Bachelor,F,73457,133,1,Personal Auto,198,SUV
JF11031,California,5357,College,M,0,82,0,Personal Auto,393,Four-Door Car
DE53644,California,5192,Bachelor,F,23059,66,0,Personal Auto,372,Two-Door Car
KR53335,Washington,7116,Bachelor,F,0,66,0,Personal Auto,316,Four-Door Car
AJ89108,California,11009,Bachelor,F,51643,283,0,Personal Auto,1358,Luxury
MZ10085,Nevada,4328,High School or Below,M,72531,109,1,Personal Auto,523,Luxury
EV68966,California,9419,College,M,87840,118,1,Personal Auto,161,SUV
PS28082,Arizona,2592,High School or Below,M,57563,66,0,Personal Auto,316,Four-Door Car
MX89333,Arizona,2554,Bachelor,M,0,72,2,Personal Auto,345,Two-Door Car
OE14751,Oregon,3528,Doctor,M,31278,92,4,Personal Auto,441,Two-Door Car
YI73667,Nevada,5340,College,F,0,72,0,Personal Auto,345,Four-Door Car
AX70794,California,2449,High School or Below,M,47122,62,0,Personal Auto,297,Two-Door Car
BF69918,Oregon,5666,High School or Below,M,0,77,0,Personal Auto,534,Four-Door Car
KE61355,Oregon,5272,High School or Below,F,60260,66,0,Corporate Auto,328,Four-Door Car
HG65194,Oregon,8672,College,F,0,125,0,Personal Auto,600,SUV
GV68933,Arizona,7679,High School or Below,M,12677,101,0,Personal Auto,500,SUV
LM76366,Nevada,2999,High School or Below,M,28564,76,0,Corporate Auto,364,Two-Door Car
PS57128,California,3834,Bachelor,F,41341,99,0,Personal Auto,240,Four-Door Car
AH55475,Arizona,33053,College,M,44246,122,3,Personal Auto,585,SUV
LE91297,Oregon,5175,Master,M,0,71,0,Personal Auto,340,Four-Door Car
IF18508,California,7950,High School or Below,F,70610,99,0,Personal Auto,240,Four-Door Car
YE87442,Arizona,9935,High School or Below,F,34831,124,0,Personal Auto,595,SUV
QD85803,California,7861,Bachelor,F,30374,99,0,Personal Auto,304,Four-Door Car
SF25048,California,8092,College,M,50825,102,0,Personal Auto,369,SUV
FH39423,Oregon,5539,Master,F,80727,68,0,Personal Auto,98,Four-Door Car
LW43630,California,9628,Bachelor,F,71269,80,0,Personal Auto,350,Four-Door Car
XO17798,Washington,5827,High School or Below,M,45794,74,0,Personal Auto,449,Four-Door Car
IN15077,California,4807,High School or Below,M,99874,119,0,Corporate Auto,307,Luxury
NE16405,California,2582,Bachelor,F,76731,64,0,Personal Auto,201,Four-Door Car
TU82820,California,4475,Master,M,73019,112,0,Corporate Auto,537,SUV
FR26341,Oregon,2399,Master,M,19112,62,0,Personal Auto,259,Four-Door Car
MT27589,Oregon,7840,College,M,58414,210,2,Corporate Auto,1008,Luxury
UG72692,Oregon,2378,Bachelor,M,0,70,0,Personal Auto,734,Four-Door Car
MP95255,California,3919,High School or Below,F,66676,97,0,Personal Auto,558,Four-Door Car
EM16179,Arizona,8274,College,F,69011,70,0,Personal Auto,336,Four-Door Car
DR77208,California,9538,Bachelor,M,0,85,0,Personal Auto,58,Two-Door Car
PR31509,Nevada,5331,Bachelor,M,0,71,0,Personal Auto,340,Four-Door Car
SE33381,Arizona,4531,Bachelor,F,0,126,0,Corporate Auto,907,SUV
BW43011,California,3834,High School or Below,M,0,112,0,Personal Auto,806,SUV
YP96182,Oregon,2726,Master,M,31385,69,0,Personal Auto,68,Four-Door Car
WI58274,Oregon,8238,College,F,68261,102,0,Personal Auto,84,Luxury
YF26585,Nevada,4758,High School or Below,M,92324,119,2,Corporate Auto,603,Luxury
UH76090,California,8818,Bachelor,F,0,136,4,Personal Auto,1237,SUV
VF36700,Oregon,24278,Master,F,20983,97,1,Personal Auto,451,Four-Door Car
CS32416,Oregon,5595,Bachelor,M,68004,72,0,Corporate Auto,416,Two-Door Car
AT18041,California,2682,High School or Below,F,63471,67,0,Personal Auto,387,Two-Door Car
TB54645,Oregon,3033,Bachelor,F,27369,77,0,Personal Auto,331,Four-Door Car
LX11170,Oregon,4862,High School or Below,F,36839,61,0,Personal Auto,152,Four-Door Car
RO43614,Washington,2128,Bachelor,F,0,65,2,Personal Auto,312,Four-Door Car
QS36363,Arizona,12655,High School or Below,F,26149,157,0,Personal Auto,753,SUV
FX72157,Oregon,8556,High School or Below,F,52440,109,0,Corporate Auto,371,Four-Door Car
XC43591,Oregon,12880,College,M,24571,109,0,Personal Auto,523,Four-Door Car
PJ71030,Oregon,3049,High School or Below,M,0,90,0,Special Auto,432,Four-Door Car
JH14651,Washington,3237,Master,M,60244,83,3,Personal Auto,326,Four-Door Car
YG42297,Arizona,5248,College,M,0,72,0,Personal Auto,216,Four-Door Car
TY31217,Washington,11009,Bachelor,F,51643,283,0,Personal Auto,1358,Luxury
KU69274,Arizona,14267,High School or Below,F,17157,123,0,Personal Auto,770,SUV
MU53420,Oregon,5325,High School or Below,M,0,73,0,Personal Auto,496,Two-Door Car
RE36747,Nevada,3034,High School or Below,M,17308,82,0,Personal Auto,874,Four-Door Car
IN78205,Arizona,8329,College,F,0,118,0,Personal Auto,849,SUV
AH39293,California,2616,College,M,72302,66,0,Personal Auto,316,Two-Door Car
IF30418,California,2574,Master,F,34990,65,0,Personal Auto,42,Four-Door Car
QH51455,Arizona,4004,College,M,0,107,0,Personal Auto,513,Four-Door Car
UZ60774,Nevada,6051,Bachelor,F,0,87,1,Personal Auto,626,Four-Door Car
AD63766,Oregon,2839,Bachelor,M,0,81,0,Personal Auto,388,Two-Door Car
MN19541,Arizona,1994,College,M,0,61,0,Personal Auto,393,Four-Door Car
SF38922,Oregon,11944,College,M,33760,102,0,Personal Auto,123,SUV
ST91578,California,6466,Master,M,0,90,0,Personal Auto,144,Four-Door Car
AP52565,Arizona,6746,High School or Below,F,70328,84,0,Corporate Auto,293,Four-Door Car
BT68954,Oregon,3561,Bachelor,M,0,99,0,Special Auto,712,Four-Door Car
NU93648,Arizona,20774,Bachelor,M,0,63,0,Corporate Auto,243,Two-Door Car
OU60143,Oregon,3939,Bachelor,F,60021,99,0,Corporate Auto,882,Four-Door Car
EC51047,California,8915,Bachelor,F,31991,81,3,Personal Auto,548,Four-Door Car
EV46476,California,8084,Bachelor,M,20169,112,1,Personal Auto,537,SUV
HB59616,Washington,4502,College,F,0,64,0,Personal Auto,307,Two-Door Car
RA34556,California,4877,High School or Below,M,20178,69,2,Corporate Auto,331,Four-Door Car
NB87421,Arizona,8294,High School or Below,M,78189,103,0,Corporate Auto,99,Four-Door Car
HR64765,Washington,8485,High School or Below,M,0,244,0,Personal Auto,1756,Luxury
FM70419,Oregon,4740,College,M,0,72,1,Personal Auto,518,Four-Door Car
GX51965,California,8564,High School or Below,M,95697,107,0,Personal Auto,178,Luxury
OS75351,Oregon,2393,College,M,0,70,0,Personal Auto,425,Four-Door Car
TU25694,Oregon,2458,High School or Below,M,0,70,0,Personal Auto,504,Four-Door Car
JS90115,Nevada,19597,High School or Below,F,64559,62,0,Personal Auto,107,Four-Door Car
KW93227,Washington,21892,College,M,58149,61,0,Special Auto,292,Four-Door Car
SU41739,California,8728,College,M,0,124,0,Personal Auto,473,SUV
TV75816,Oregon,2386,High School or Below,M,70911,63,3,Corporate Auto,302,Two-Door Car
RS54064,Washington,21892,High School or Below,M,78337,62,2,Corporate Auto,36,Two-Door Car
OB63331,Arizona,2813,Doctor,F,50397,70,0,Corporate Auto,350,Four-Door Car
TI58610,Arizona,2996,Master,F,51199,74,0,Corporate Auto,355,Four-Door Car
TJ82551,Nevada,4063,Bachelor,F,46928,102,1,Personal Auto,631,Four-Door Car
ZO43755,Oregon,8368,Master,F,23879,107,0,Corporate Auto,635,SUV
VG16827,California,4626,Master,F,79487,114,0,Personal Auto,547,SUV
KJ48497,Oregon,7516,High School or Below,F,0,106,0,Personal Auto,850,SUV
NA27429,Nevada,3644,High School or Below,F,82477,90,0,Personal Auto,432,Two-Door Car
AZ38648,Washington,11981,Master,F,21514,62,0,Personal Auto,257,Two-Door Car
SR53077,Nevada,2601,High School or Below,F,57231,65,0,Personal Auto,305,Four-Door Car
UO12263,Oregon,4654,High School or Below,F,0,69,4,Corporate Auto,331,Four-Door Car
BC86800,California,3579,Bachelor,F,84598,89,2,Personal Auto,639,Two-Door Car
ZQ28996,Nevada,5388,College,M,48895,68,0,Corporate Auto,325,Four-Door Car
JI42730,Arizona,3705,High School or Below,M,84493,92,0,Personal Auto,441,Four-Door Car
VF21170,California,8613,Bachelor,F,37277,109,1,Personal Auto,417,SUV
MP25903,Oregon,2703,High School or Below,M,0,71,0,Personal Auto,497,Two-Door Car
YH24323,California,2511,College,F,14906,66,0,Corporate Auto,421,Four-Door Car
XB86235,Arizona,24186,Doctor,M,14710,112,0,Personal Auto,537,Luxury
WR53191,California,15120,Bachelor,F,20656,130,0,Corporate Auto,706,SUV
UM83813,Oregon,13379,Bachelor,F,0,194,0,Personal Auto,1396,Luxury
JW45704,California,2308,Bachelor,M,0,64,0,Personal Auto,431,Four-Door Car
